iter	Logloss
132	0.6155233187
133	0.6150506126
134	0.6145671841
135	0.6140667497
136	0.6135904385
137	0.6130885429
138	0.6125773383
139	0.612094058
140	0.6115871096
141	0.611090115
142	0.6106476588
143	0.6101665867
144	0.6097069005
145	0.6092312304
146	0.6087412229
147	0.6082760773
148	0.6077756782
149	0.6073114118
150	0.6068385046
151	0.6063666681
152	0.605933862
153	0.6054608464
154	0.6050284336
155	0.6045657567
156	0.6041984804
157	0.6037572627
158	0.6032967165
159	0.6028564648
160	0.6024214376
161	0.6019546781
162	0.6014841608
163	0.601054648
164	0.6006441553
165	0.6002114925
166	0.5997710394
167	0.5993355721
168	0.5988519612
169	0.5984065588
170	0.5979700141
171	0.5975280151
172	0.5970779579
173	0.5966934285
174	0.596305021
175	0.5958728586
176	0.595420148
177	0.5949596356
178	0.5945352177
179	0.5940975979
180	0.5936421719
181	0.5932078233
182	0.5928030736
183	0.5923883578
184	0.591942553
185	0.5914807516
186	0.5910983534
187	0.5906658634
188	0.5902441941
189	0.5898275625
190	0.5894247244
191	0.5889909124
192	0.588613607
193	0.5882261362
194	0.5877798754
195	0.5873897312
196	0.5869560874
197	0.586534108
198	0.5861586654
199	0.5858044246
200	0.585372443
201	0.5849749281
202	0.5845734384
203	0.5841845598
204	0.5837727763
205	0.5833767093
206	0.5829800444
207	0.5826067094
208	0.5821945696
209	0.5817927939
210	0.5814200244
211	0.5810484201
212	0.5807102104
213	0.5803427995
214	0.5799802575
215	0.5795977764
216	0.5792026376
217	0.5788239461
218	0.5784366684
219	0.5780435548
220	0.5776416021
221	0.5773035124
222	0.5769330841
223	0.5766317364
224	0.5762382844
225	0.5758722243
226	0.5754774588
227	0.5751111928
228	0.5747531341
229	0.5744110927
230	0.574074456
231	0.5737252411
232	0.5733274672
233	0.5729903907
234	0.5726313727
235	0.5722563962
236	0.5718955173
237	0.571510714
238	0.5711303184
239	0.5707715213
240	0.5704259928
241	0.5700952637
242	0.5697855709
243	0.5694135984
244	0.5690531875
245	0.5687299404
246	0.5683445461
247	0.5679696692
248	0.5676148202
249	0.5672573272
250	0.566906522
251	0.5665599433
252	0.56621603
253	0.5658712256
254	0.565512373
255	0.5651857642
256	0.5649557072
257	0.5646073058
258	0.5642344141
259	0.5638748647
260	0.5635088848
261	0.5631559916
262	0.5628028794
263	0.5624525032
264	0.562099422
265	0.5617589225
266	0.56140563
267	0.5610800279
268	0.560747928
269	0.5604168085
270	0.5600978412
271	0.559753982
272	0.5594367846
273	0.5591117495
274	0.5587860131
275	0.5584537106
276	0.5581318943
277	0.557818834
278	0.5574815415
279	0.557141021
280	0.5568414347
281	0.5565044468
282	0.5561878006
283	0.5558727163
284	0.5555683683
285	0.5552610401
286	0.5549588885
287	0.554656082
288	0.5543284842
289	0.554014694
290	0.5537373866
291	0.5534143818
292	0.5530959566
293	0.5527642134
294	0.5524434393
295	0.5521136625
296	0.5518064391
297	0.5515902843
298	0.5512890858
299	0.5510134959
300	0.5507084411
301	0.5504112481
302	0.5501398598
303	0.5498285205
304	0.5495721329
305	0.5492487606
306	0.5489745507
307	0.5486715662
308	0.5483569731
309	0.5480498303
310	0.5477408381
311	0.5474410194
312	0.5471419759
313	0.5468521955
314	0.5465597523
315	0.5462641141
316	0.5459607752
317	0.5456936513
318	0.5454176294
319	0.5451181337
320	0.5448067435
321	0.544526873
322	0.5442201357
323	0.5439376533
324	0.5436454788
325	0.5433743046
326	0.5430937739
327	0.5428147923
328	0.5425307628
329	0.5422486703
330	0.5419701375
331	0.5416734993
332	0.5413893597
333	0.5411206903
334	0.5408572203
335	0.5405874701
336	0.5402999832
337	0.5400351852
338	0.539763027
339	0.5394672453
340	0.5391586332
341	0.5389116939
342	0.5386181916
343	0.5383412293
344	0.5380886525
345	0.5378214052
346	0.5375671161
347	0.5373149582
348	0.5370604836
349	0.5368344364
350	0.5365639881
351	0.5363119045
352	0.5360585933
353	0.5357817173
354	0.5355283299
355	0.5352568091
356	0.5350001519
357	0.5347231783
358	0.5344623988
359	0.5341922325
360	0.5339359741
361	0.5337175826
362	0.5334324446
363	0.5331873715
364	0.5329216352
365	0.5326673905
366	0.5324014948
367	0.5321456042
368	0.5318785214
369	0.5316283235
370	0.5313655977
371	0.531134146
372	0.5308850905
373	0.5306446455
374	0.5304049106
375	0.5301662191
376	0.5299197032
377	0.5296666979
378	0.5294137885
379	0.5291663635
380	0.5289203977
381	0.5286857039
382	0.5284555767
383	0.5282140814
384	0.5279801796
385	0.5277398482
386	0.5275042328
387	0.5272555375
388	0.527017663
389	0.526759479
390	0.526530753
391	0.5262830491
392	0.5260115186
393	0.5257633035
394	0.5255298959
395	0.5253022739
396	0.5250631258
397	0.5248358076
398	0.5245953941
399	0.5243787641
400	0.5241608166
401	0.5239296835
402	0.5236790121
403	0.5234447178
404	0.5232172768
405	0.5229967433
406	0.5227635167
407	0.5225332511
408	0.5222976198
409	0.5220696053
410	0.521862773
411	0.5216221867
412	0.5214106153
413	0.5211833621
414	0.5209493858
415	0.5207117542
416	0.5204820207
417	0.5202515952
418	0.5200354105
419	0.519800694
420	0.5195715602
421	0.519355525
422	0.5191300949
423	0.5189126314
424	0.5186860678
425	0.5184722635
426	0.5182460754
427	0.5180824109
428	0.5178883528
429	0.5176854733
430	0.5174731162
431	0.5172627572
432	0.5170423747
433	0.5168165526
434	0.5166074283
435	0.5163776066
436	0.516175994
437	0.5159724818
438	0.5157721327
439	0.515565415
440	0.5153591219
441	0.5151394118
442	0.5149207626
443	0.5147116392
444	0.5145005685
445	0.5143221425
446	0.5141007824
447	0.5138810214
448	0.5136983075
449	0.5134992622
450	0.5132885783
451	0.5130816468
452	0.5128864321
453	0.5126803029
454	0.5124652002
455	0.5123121563
456	0.5121000852
457	0.5119027259
458	0.5117292315
459	0.5115239754
460	0.5113177882
461	0.5111529791
462	0.5109447744
463	0.5107346246
464	0.5106049758
465	0.5104046589
466	0.5102159629
467	0.5100178473
468	0.5098171289
469	0.5096322731
470	0.5094803104
471	0.5092683819
472	0.5090778759
473	0.5088890624
474	0.5087018801
475	0.5085150735
476	0.5083291674
477	0.5081615187
478	0.5079810523
479	0.5078051393
480	0.5076028691
481	0.5074171475
482	0.5072201256
483	0.5070370893
484	0.5068586179
485	0.5066696314
486	0.5064803913
487	0.5062837227
488	0.5060822331
489	0.5059325517
490	0.505749996
491	0.505570367
492	0.5054528902
493	0.5052693074
494	0.5050941592
495	0.5049029103
496	0.5047224551
497	0.504542812
498	0.504390122
499	0.5042060373
500	0.504074451
501	0.5038966303
502	0.5037131229
503	0.5035319991
504	0.5033430695
505	0.5031654143
506	0.5030107776
507	0.5028190414
508	0.5026472568
509	0.5024646204
510	0.5022977147
511	0.5021240468
512	0.5019413669
513	0.501764925
514	0.5015922831
515	0.5014353984
516	0.5012576263
517	0.5010940362
518	0.500920955
519	0.5007438667
520	0.5005797616
521	0.5004838081
522	0.5003282547
523	0.5001515421
524	0.4999764474
525	0.4997909171
526	0.4997149348
527	0.4995682443
528	0.4993777202
529	0.4992304393
530	0.499054497
531	0.498886979
532	0.4987573973
533	0.4985790024
534	0.4984146108
535	0.4982514844
536	0.4981168192
537	0.4980049652
538	0.4978663468
539	0.4976990622
540	0.4975545804
541	0.4973940488
542	0.4972179051
543	0.4970566483
544	0.4968809531
545	0.4967171566
546	0.496590875
547	0.4964320861
548	0.4963123505
549	0.4961439145
550	0.4959728367
551	0.4958079341
552	0.4956711116
553	0.4955007468
554	0.495383559
555	0.4952348235
556	0.4950784388
557	0.4949356068
558	0.4948063939
559	0.4946799387
560	0.4945422554
561	0.4943831149
562	0.4942372461
563	0.4941047937
564	0.4939418349
565	0.4937919235
566	0.4936389183
567	0.4934832447
568	0.4933294829
569	0.4931837033
570	0.493061586
571	0.4929077518
572	0.4927930636
573	0.4926522095
574	0.4924972343
575	0.4923728733
576	0.4922665278
577	0.4921243188
578	0.4919707436
579	0.4918089442
580	0.4916565899
581	0.4915180864
582	0.4913609892
583	0.4912462547
584	0.4910833166
585	0.4909382774
586	0.4908033163
587	0.4906501437
588	0.4905430642
589	0.4904041283
590	0.490265239
591	0.4901189372
592	0.4899831383
593	0.4898531191
594	0.4897062489
595	0.4895570194
596	0.4894355402
597	0.4893178577
598	0.4891712257
599	0.4890477253
600	0.4889066559
601	0.4887783125
602	0.4886634755
603	0.4885100889
604	0.488386883
605	0.4882496038
606	0.4880991512
607	0.4879657661
608	0.4878249601
609	0.487709989
610	0.487574059
611	0.4874399
612	0.4873119637
613	0.4871738424
614	0.4870314829
615	0.4868899079
616	0.4867584908
617	0.4866993035
618	0.4865682378
619	0.486429089
620	0.4863091224
621	0.4861768264
622	0.4860404818
623	0.485899733
624	0.4857707009
625	0.485668625
626	0.4855229668
627	0.485382458
628	0.4852408018
629	0.4851092247
630	0.484974135
631	0.484841655
632	0.4847080071
633	0.4845832929
634	0.4844592509
635	0.4843206649
636	0.4842085299
637	0.4840671285
638	0.4839399174
639	0.4838142855
640	0.4836902713
641	0.4835488516
642	0.4834316478
643	0.4833012117
644	0.4831783777
645	0.4830506612
646	0.482981471
647	0.4828551151
648	0.4827419152
649	0.4826117822
650	0.4824775546
651	0.4823561211
652	0.4822242561
653	0.482123105
654	0.482005258
655	0.4818640143
656	0.4817459235
657	0.4816600004
658	0.4815551183
659	0.4814373305
660	0.4812958559
661	0.4812013629
662	0.4810724413
663	0.4809527648
664	0.4808252741
665	0.4807038055
666	0.4805775164
667	0.4804998832
668	0.4803929516
669	0.4802688784
670	0.4801483785
671	0.4800635198
672	0.4799504777
673	0.4798463021
674	0.4797418272
675	0.4796228731
676	0.4795105883
677	0.4793919846
678	0.4792996374
679	0.4791798353
680	0.4790784708
681	0.4789489268
682	0.4788553643
683	0.4787297774
684	0.4786024157
685	0.4785046255
686	0.4784054433
687	0.4782871357
688	0.4781650823
689	0.4780519253
690	0.4779427367
691	0.4778178365
692	0.477721993
693	0.4776282393
694	0.4775117398
695	0.4773915589
696	0.4772964624
697	0.4771922931
698	0.4770726602
699	0.4769594618
700	0.4768513626
701	0.4767299701
702	0.4766294463
703	0.4765328673
704	0.4764416282
705	0.4763326438
706	0.4762512695
707	0.4761567736
708	0.4760625638
709	0.4759661526
710	0.4758784379
711	0.4757594851
712	0.4756386997
713	0.475533113
714	0.4754198627
715	0.4753183394
716	0.4752272149
717	0.4751179986
718	0.4750050191
719	0.4748920237
720	0.4747957455
721	0.4746838026
722	0.474598668
723	0.4744888921
724	0.4744064603
725	0.4743182825
726	0.4742367105
727	0.4741328856
728	0.4740285063
729	0.473919507
730	0.4738082433
731	0.473694505
732	0.4735895123
733	0.4734861306
734	0.4734322855
735	0.4733333828
736	0.4732371683
737	0.4731348374
738	0.4730347215
739	0.4729442837
740	0.4728395404
741	0.4727383539
742	0.4726328154
743	0.4725480277
744	0.4724513687
745	0.4723458409
746	0.4722426542
747	0.472161632
748	0.4720607297
749	0.4719554701
750	0.4718780568
751	0.4717996898
752	0.4716996142
753	0.4715845473
754	0.4715001072
755	0.4714105907
756	0.4713119752
757	0.4712028442
758	0.471128271
759	0.4710327056
760	0.4709490507
761	0.4708417009
762	0.4707414369
763	0.470638769
764	0.4705346882
765	0.4704366605
766	0.4703624423
767	0.470304491
768	0.4702328757
769	0.4701510209
770	0.4701114958
771	0.470013271
772	0.4699359596
773	0.4698581414
774	0.4697855457
775	0.4696807377
776	0.4695859286
777	0.4694965371
778	0.4693956962
779	0.4693169996
780	0.4692332512
781	0.4691323634
782	0.4690501913
783	0.4689552654
784	0.4688590507
785	0.4687855763
786	0.4686847896
787	0.4685937476
788	0.4685040503
789	0.4684107259
790	0.4683045123
791	0.4682393937
792	0.4681388611
793	0.4680458379
794	0.467963179
795	0.4678652919
796	0.4677697442
797	0.4676827294
798	0.4675925865
799	0.4674940107
800	0.4673998962
801	0.467311473
802	0.4672218004
803	0.4671286061
804	0.467059007
805	0.466975146
806	0.4668814002
807	0.4667963959
808	0.466707747
809	0.4666267138
810	0.4665496435
811	0.4664740865
812	0.4663939253
813	0.4663142063
814	0.4662386906
815	0.4661682624
816	0.4660727991
817	0.4659984378
818	0.4659096907
819	0.4658241087
820	0.4657347853
821	0.4656406811
822	0.46556283
823	0.4654841109
824	0.4653942231
825	0.4653079186
826	0.4652298719
827	0.4651351362
828	0.4650457107
829	0.4649667953
830	0.4648835242
831	0.4648040938
832	0.4647044475
833	0.4646182542
834	0.46453142
835	0.4644531546
836	0.4643705021
837	0.4642883257
838	0.4642043851
839	0.4641259573
840	0.4640421318
841	0.4639632075
842	0.4638884319
843	0.463828114
844	0.4637588963
845	0.4636904758
846	0.4636343095
847	0.4635456252
848	0.4634742417
849	0.4634080437
850	0.4633354529
851	0.4632486114
852	0.4631653964
853	0.4630806398
854	0.4629924425
855	0.4629343871
856	0.462862149
857	0.4627753177
858	0.4626880449
859	0.4626004164
860	0.4625150843
861	0.462458722
862	0.4623795849
863	0.4622946705
864	0.4622052507
865	0.4621743339
866	0.4620984008
867	0.4620182722
868	0.4619488061
869	0.4618790336
870	0.4617995484
871	0.4617129463
872	0.4616265225
873	0.4615389747
874	0.4614549589
875	0.4613848287
876	0.4613096595
877	0.4612463876
878	0.4611716918
879	0.4611025216
880	0.4610592239
881	0.4609919426
882	0.4609068234
883	0.460831886
884	0.4607570197
885	0.4606955428
886	0.4606280328
887	0.4605596212
888	0.4605146962
889	0.4604526218
890	0.460381682
891	0.4603077143
892	0.4602278873
893	0.460144827
894	0.4600757815
895	0.459999511
896	0.4599310346
897	0.4598626463
898	0.4598032927
899	0.4597494157
900	0.4596705682
901	0.4595968668
902	0.4595227374
903	0.4594634201
904	0.4593988216
905	0.4593163722
906	0.4592389827
907	0.4591758656
908	0.4591032956
909	0.4590275677
910	0.4589686424
911	0.4588953955
912	0.4588312916
913	0.4587880753
914	0.4587127002
915	0.4586428844
916	0.458568675
917	0.4585193911
918	0.4584531426
919	0.4584003652
920	0.4583610358
921	0.4583023154
922	0.4582349704
923	0.4581718431
924	0.4580940096
925	0.4580208341
926	0.4579588509
927	0.4578927469
928	0.4578277884
929	0.457777594
930	0.4577146198
931	0.4576467631
932	0.4576053581
933	0.4575419315
934	0.4574805865
935	0.4574217403
936	0.4573655773
937	0.45728919
938	0.4572121476
939	0.4571390796
940	0.4570890916
941	0.4570379287
942	0.4569861206
943	0.4569164544
944	0.4568613338
945	0.4567914034
946	0.4567182468
947	0.4566457056
948	0.456584089
949	0.4565248474
950	0.4564557895
951	0.4563898006
952	0.456318562
953	0.4562702173
954	0.4562047787
955	0.4561359339
956	0.4560579109
957	0.4560011737
958	0.4559456141
959	0.45587584
960	0.4558267146
961	0.4557568324
962	0.4556830344
963	0.4556146018
964	0.4555577104
965	0.4554907786
966	0.4554317769
967	0.455362358
968	0.455299424
969	0.4552350015
970	0.4551651195
971	0.4551001734
972	0.4550287814
973	0.4549576415
974	0.4548907508
975	0.4548310248
976	0.4547748409
977	0.4547144107
978	0.4546458506
979	0.4545728723
980	0.4545159352
981	0.4544505396
982	0.454396001
983	0.454341794
984	0.4542861956
985	0.4542275314
986	0.4541890986
987	0.4541327191
988	0.4540968713
989	0.4540443027
990	0.4539899445
991	0.4539237861
992	0.4538518706
993	0.4537882676
994	0.4537371764
995	0.4536815528
996	0.4536171796
997	0.4535551354
998	0.4535060016
999	0.4534568931
1000	0.4533994863
1001	0.4533447214
1002	0.4533038483
1003	0.4532384306
1004	0.4531837932
1005	0.4531142857
1006	0.4530506731
1007	0.4530289008
1008	0.4529827971
1009	0.4529277223
1010	0.4528800256
1011	0.4528287213
1012	0.4527807525
1013	0.4527144269
1014	0.4526688561
1015	0.4526093105
1016	0.4525412398
1017	0.4524799982
1018	0.4524171145
1019	0.4523555182
1020	0.4522910304
1021	0.4522289893
1022	0.4521686528
1023	0.4521018743
1024	0.4520649484
1025	0.4520439672
1026	0.4520004784
1027	0.4519408496
1028	0.4518710693
1029	0.45184403
1030	0.4517871383
1031	0.4517367115
1032	0.4516818511
1033	0.4516367381
1034	0.451582024
1035	0.4515287715
1036	0.4514751226
1037	0.4514317536
1038	0.4513725239
1039	0.4513079063
1040	0.4512472264
1041	0.4512029952
1042	0.4511432786
1043	0.4510887849
1044	0.451028128
1045	0.4509734378
1046	0.4509356266
1047	0.4508833531
1048	0.4508231808
1049	0.4507960048
1050	0.4507315008
1051	0.4506727031
1052	0.4506395818
1053	0.4505823857
1054	0.4505299732
1055	0.4504667582
1056	0.4504101729
1057	0.4503611747
1058	0.4503121139
1059	0.450259375
1060	0.4502133151
1061	0.4501575577
1062	0.4501012629
1063	0.4500603844
1064	0.4500208897
1065	0.4499722973
1066	0.4499137899
1067	0.4498579855
1068	0.4498130692
1069	0.4497697803
1070	0.4497181048
1071	0.4496695579
1072	0.4496097704
1073	0.4495450355
1074	0.4494965203
1075	0.4494481405
1076	0.4493966785
1077	0.4493470865
1078	0.4492998039
1079	0.4492527803
1080	0.449204271
1081	0.4491568107
1082	0.4491190565
1083	0.4490711786
1084	0.4490119169
1085	0.448953376
1086	0.448896501
1087	0.4488367682
1088	0.4487934512
1089	0.4487393269
1090	0.4486953715
1091	0.4486408095
1092	0.4486086279
1093	0.4485543504
1094	0.448525322
1095	0.4484814634
1096	0.4484369459
1097	0.4484025631
1098	0.4483520433
1099	0.4483076958
1100	0.4482863225
1101	0.4482325894
1102	0.4481852569
1103	0.4481462734
1104	0.4481073663
1105	0.4480584078
1106	0.4480239927
1107	0.4479889136
1108	0.4479351198
1109	0.4478934101
1110	0.4478456385
1111	0.4477972493
1112	0.4477503241
1113	0.4476979509
1114	0.4476594016
1115	0.4476425893
1116	0.4476024571
1117	0.4475617756
1118	0.4475189186
1119	0.4474610778
1120	0.4474259638
1121	0.4473763271
1122	0.4473223674
1123	0.4472698616
1124	0.4472222066
1125	0.4471716345
1126	0.4471310196
1127	0.4470832179
1128	0.4470351782
1129	0.4469944615
1130	0.4469437657
1131	0.4468952962
1132	0.4468514628
1133	0.4468117291
1134	0.4467545356
1135	0.4467272381
1136	0.4466949578
1137	0.4466498956
1138	0.4466220881
1139	0.4465727119
1140	0.4465311904
1141	0.4464909128
1142	0.4464548335
1143	0.4464123506
1144	0.446372345
1145	0.4463290921
1146	0.4462785502
1147	0.4462304483
1148	0.4462095943
1149	0.4461705305
1150	0.4461263305
1151	0.4461109139
1152	0.4460693297
1153	0.4460209507
1154	0.4459686158
1155	0.4459135447
1156	0.4458680788
1157	0.4458186763
1158	0.44577206
1159	0.445727054
1160	0.4456765709
1161	0.4456358702
1162	0.4455990342
1163	0.4455543462
1164	0.4455169221
1165	0.4454781538
1166	0.4454252011
1167	0.4453843163
1168	0.4453369647
1169	0.4452877004
1170	0.4452428977
1171	0.4451989922
1172	0.4451577444
1173	0.445123307
1174	0.4450767226
1175	0.4450280053
1176	0.4449853204
1177	0.4449543012
1178	0.444907785
1179	0.4448686283
1180	0.4448197046
1181	0.4447838536
1182	0.4447435961
1183	0.4446950621
1184	0.4446447923
1185	0.4446121384
1186	0.4445797906
1187	0.4445432383
1188	0.4445002244
1189	0.4444755214
1190	0.4444322059
1191	0.4443823661
1192	0.4443397926
1193	0.4442976094
1194	0.4442548346
1195	0.4442137453
1196	0.4441658161
1197	0.4441206178
1198	0.4440824605
1199	0.4440383744
1200	0.4440078462
1201	0.4439657952
1202	0.4439261413
1203	0.4438784346
1204	0.4438323436
1205	0.4437826374
1206	0.4437491111
1207	0.4437038791
1208	0.4436708798
1209	0.4436290171
1210	0.4435861728
1211	0.4435458561
1212	0.4435054207
1213	0.4434563914
1214	0.4434191028
1215	0.4433829102
1216	0.4433397516
1217	0.4432879835
1218	0.4432570534
1219	0.4432090832
1220	0.443174057
1221	0.4431289868
1222	0.4430943881
1223	0.4430548504
1224	0.4430167918
1225	0.4429763325
1226	0.4429400794
1227	0.4429042891
1228	0.4428665052
1229	0.4428271225
1230	0.4427940348
1231	0.4427609011
1232	0.4427197244
1233	0.4426828405
1234	0.4426442117
1235	0.4425972508
1236	0.4425550902
1237	0.4425176818
1238	0.4424757316
1239	0.4424442357
1240	0.4424050191
1241	0.4423620931
1242	0.4423304991
1243	0.4422881029
1244	0.4422406426
1245	0.4422049065
1246	0.4421563749
1247	0.4421270566
1248	0.4420894484
1249	0.4420514833
1250	0.4420385018
1251	0.4419963997
1252	0.4419618295
1253	0.4419162534
1254	0.4418781832
1255	0.4418308286
1256	0.441792973
1257	0.4417694279
1258	0.4417257961
1259	0.4416919025
1260	0.4416543645
1261	0.441623303
1262	0.4415889861
1263	0.4415492542
1264	0.4415210643
1265	0.4414759463
1266	0.4414343118
1267	0.441394839
1268	0.4413589159
1269	0.4413174129
1270	0.441292273
1271	0.441250603
1272	0.4412269388
1273	0.4411953589
1274	0.4411649336
1275	0.4411255644
1276	0.4410952754
1277	0.4410575614
1278	0.4410371571
1279	0.4409987964
1280	0.4409679542
1281	0.4409288837
1282	0.4408847482
1283	0.4408489686
1284	0.4408230828
1285	0.4407960572
1286	0.4407584025
1287	0.4407210343
1288	0.4406861615
1289	0.4406515523
1290	0.4406208533
1291	0.4405842345
1292	0.4405440434
1293	0.4405143207
1294	0.440477779
1295	0.4404396751
1296	0.4404082238
1297	0.4403712747
1298	0.4403275753
1299	0.4402934874
1300	0.4402512361
1301	0.4402157733
1302	0.4401763528
1303	0.4401389011
1304	0.4401114692
1305	0.4400781164
1306	0.4400384137
1307	0.4400011534
1308	0.4399612141
1309	0.4399284491
1310	0.4398995827
1311	0.4398536856
1312	0.4398294903
1313	0.4397903933
1314	0.4397610415
1315	0.4397234582
1316	0.4396869613
1317	0.4396506244
1318	0.4396133153
1319	0.4395841542
1320	0.4395450647
1321	0.4395229904
1322	0.439487456
1323	0.4394494073
1324	0.4394212872
1325	0.4393981245
1326	0.4393616956
1327	0.4393278858
1328	0.4392923254
1329	0.4392452091
1330	0.4392141182
1331	0.4391844739
1332	0.4391401391
1333	0.4391092261
1334	0.4390745153
1335	0.4390431812
1336	0.4390095887
1337	0.4389740092
1338	0.4389431711
1339	0.438912899
1340	0.4388873208
1341	0.4388545284
1342	0.4388155291
1343	0.4387763843
1344	0.4387473955
1345	0.4387175846
1346	0.4386952408
1347	0.438665883
1348	0.4386358172
1349	0.4386014871
1350	0.4385615089
1351	0.4385287305
1352	0.4384990992
1353	0.4384612511
1354	0.4384288805
1355	0.4384013991
1356	0.4383587685
1357	0.438323609
1358	0.4382904072
1359	0.4382544765
1360	0.4382232753
1361	0.4381999003
1362	0.438167775
1363	0.438136657
1364	0.4381188794
1365	0.4380951104
1366	0.4380607725
1367	0.4380318047
1368	0.4379972302
1369	0.4379669431
1370	0.4379297254
1371	0.4378990059
1372	0.4378688572
1373	0.4378430114
1374	0.4378036351
1375	0.4377774002
1376	0.4377424861
1377	0.4376982746
1378	0.4376748557
1379	0.4376443847
1380	0.437604372
1381	0.437570803
1382	0.4375421011
1383	0.4375208471
1384	0.4374914001
1385	0.4374535783
1386	0.4374217434
1387	0.4373939029
1388	0.437360483
1389	0.4373314746
1390	0.4372950157
1391	0.4372616376
1392	0.4372279713
1393	0.4372159991
1394	0.43719034
1395	0.43716219
1396	0.4371326823
1397	0.4371052214
1398	0.4370680982
1399	0.4370462348
1400	0.4370179012
1401	0.4369848033
1402	0.4369570158
1403	0.4369214207
1404	0.436883361
1405	0.4368529139
1406	0.4368279327
1407	0.4368015156
1408	0.4367764598
1409	0.436746362
1410	0.4367193427
1411	0.4366888157
1412	0.4366518853
1413	0.4366269785
1414	0.4366030647
1415	0.4365707366
1416	0.4365407626
1417	0.4365149673
1418	0.4364890793
1419	0.4364576524
1420	0.4364242912
1421	0.4363892997
1422	0.4363617898
1423	0.4363366854
1424	0.4363083787
1425	0.4362787784
1426	0.4362505788
1427	0.4362186074
1428	0.4361905889
1429	0.4361779932
1430	0.4361479556
1431	0.4361134689
1432	0.4360792562
1433	0.4360517667
1434	0.4360251005
1435	0.4359915692
1436	0.4359672759
1437	0.4359507507
1438	0.4359335409
1439	0.4359161272
1440	0.4358893858
1441	0.4358617361
1442	0.435834339
1443	0.4358093178
1444	0.4357827438
1445	0.4357694955
1446	0.4357362074
1447	0.4357227769
1448	0.4356986842
1449	0.4356674608
1450	0.4356473851
1451	0.4356305892
1452	0.4356017196
1453	0.4355665611
1454	0.4355354558
1455	0.4355048067
1456	0.4354941375
1457	0.4354749468
1458	0.4354509413
1459	0.4354217691
1460	0.4353962486
1461	0.4353703659
1462	0.4353383618
1463	0.4353194549
1464	0.4352852161
1465	0.4352511922
1466	0.4352219629
1467	0.4351965284
1468	0.4351736217
1469	0.4351474858
1470	0.4351246681
1471	0.4350981684
1472	0.4350697458
1473	0.4350384713
1474	0.4350137265
1475	0.4349829245
1476	0.4349580716
1477	0.4349305741
1478	0.434906042
1479	0.4348780127
1480	0.4348433601
1481	0.4348146595
1482	0.4348001755
1483	0.4347727754
1484	0.4347503227
1485	0.4347249052
1486	0.4346993586
1487	0.4346720579
1488	0.4346450568
1489	0.434621636
1490	0.4345865288
1491	0.4345665247
1492	0.4345394961
1493	0.4345127589
1494	0.4344789561
1495	0.434451094
1496	0.434423185
1497	0.4343932055
1498	0.4343725022
1499	0.4343495917
1500	0.4343295069
1501	0.4343016283
1502	0.4342764858
1503	0.4342456408
1504	0.4342209129
1505	0.4341915719
1506	0.434162719
1507	0.4341323229
1508	0.4341091758
1509	0.4340786586
1510	0.4340582186
1511	0.4340485158
